Days,neighbors,accuracy,pos accuracy,neg accuracy
42,3,0.4943874086206208,0.4755688176053711,0.6069735006973501
42,4,0.4889411389630574,0.47292402426876756,0.606584635849684
42,5,0.4879051572728724,0.47240547795623095,0.5987634233647902
42,6,0.4907403703851846,0.4732785439011933,0.5993071593533488
43,1,0.5258530710558009,0.48846454177610565,0.5745172318211217
43,2,0.5013440320962889,0.47630171832009555,0.5865418580007065
43,3,0.49115097279373576,0.47282913165266105,0.5998338410412628
43,4,0.4859149309711914,0.4705695915964865,0.5997983870967742
43,5,0.4878983944404505,0.4718437783832879,0.6050364479787939
43,6,0.4895720747768304,0.47209323922734026,0.5988388969521045
44,1,0.5242882419173235,0.4864903098033668,0.5740913327120224
44,2,0.5079231016731016,0.48094694216592254,0.6006783291681542
44,3,0.49335042461144046,0.4742581671815033,0.6067259588660366
44,4,0.48899716442349933,0.47247101614003184,0.6084099868593955
44,5,0.4899656192532182,0.4728233632511732,0.6127243066884176
44,6,0.49106389814852003,0.47329847819998133,0.6005176876617774
45,1,0.5268496900410595,0.48865964813113827,0.5774160351763495
45,2,0.5063836642635627,0.47968409020056113,0.5984237864947161
45,3,0.4947279797939302,0.4745127436281859,0.6146151708808002
45,4,0.4892724439650006,0.47210339492127057,0.6127659574468085
45,5,0.48954125504939405,0.4724024490541899,0.6098812961180622
45,6,0.49124357326478146,0.4730981566389071,0.6013628620102215
46,1,0.5317122186495177,0.4928334392430982,0.5830922832882336
46,2,0.5080304311073541,0.48071925995218795,0.6018568112836994
46,3,0.49525525525525527,0.4750540261204548,0.6118189211168338
46,4,0.48851057027534667,0.47174896085506784,0.6057507987220447
46,5,0.4892109371872373,0.4721890227084674,0.604031007751938
46,6,0.4924196726585435,0.47365943223012097,0.6023166023166023
47,1,0.532197656155612,0.4926548112743375,0.5852508487363259
47,2,0.5101942138770248,0.4818547334342854,0.605964355037939
47,3,0.4951853635050554,0.47463529411764704,0.6140446379967338
47,4,0.4877872987907424,0.4711459192085738,0.6035031847133758
47,5,0.48741281167321415,0.47079116835326584,0.6001247660636307
47,6,0.4925463093181179,0.47328100766085446,0.6060941828254848
48,1,0.5325960184998995,0.4928115576127358,0.5860833490477089
48,2,0.509597199307875,0.48135593220338985,0.6050035236081748
48,3,0.495276599151389,0.47473604826546,0.6109930961232076
48,4,0.4900127836369447,0.47198127495525266,0.6111625038544557
48,5,0.4880256307569083,0.4706670362158167,0.6011438892233594
48,6,0.4914547059295515,0.4722666917788869,0.6019522776572668
49,1,0.5279142834125513,0.48981455465018264,0.5791312559017942
49,2,0.5075071448697822,0.48060717089767074,0.5970721505751133
49,3,0.4953079884504331,0.47503310005674293,0.6085005279831045
49,4,0.4903623130448692,0.47261784434439036,0.6095679012345679
49,5,0.48949621863870996,0.4717782909930716,0.6043100868003591
49,6,0.4916947520462205,0.47256227253391314,0.5991505176533051
50,1,0.5342642147197296,0.49546636676741407,0.5862198795180723
50,2,0.5114780507450665,0.48326844154477533,0.6035370879120879
50,3,0.49436444587060285,0.4737888904673959,0.6082852648138437
50,4,0.48959916793343466,0.4714587737843552,0.6114197530864197
50,5,0.4904111782840213,0.4714490807206039,0.6114066193853428
50,6,0.4921711899791232,0.472139232702613,0.6027218005757655
51,1,0.530218895863512,0.49183098591549296,0.5813931656027037
51,2,0.5089716768587061,0.4809879924162629,0.5995228357191548
51,3,0.49386084583901774,0.4732617781155015,0.6060527677185722
51,4,0.4883925712455972,0.4706669743826448,0.6040976197649894
51,5,0.4882984691832973,0.4700330125075557,0.6022628372497825
51,6,0.4932899389263902,0.4723783217449281,0.6061696658097686
52,1,0.5329090469668896,0.4936334857544847,0.5855244557534633
52,2,0.5059857309847233,0.478038221940661,0.5962161240838588
52,3,0.4934976318535763,0.47228984677072894,0.6055485498108449
52,4,0.48653954010095346,0.4689549323287289,0.5957815660213811
52,5,0.4880722891566265,0.4695159098364497,0.5992698680146027
52,6,0.4939958091553836,0.47284406308422416,0.6055625790139064
53,1,0.5324033126959877,0.4933474128827878,0.5844034117536789
53,2,0.5076142131979695,0.4795029736618522,0.5959933222036727
53,3,0.4956811699007673,0.4738284066330209,0.6069505628976994
53,4,0.4895085255767302,0.47103814942635946,0.6032156187194947
53,5,0.4910997709647607,0.4717264700356942,0.6058414464534075
53,6,0.49401957230880755,0.4734065512445446,0.6020100502512563
54,1,0.5325350749879052,0.4925703671953136,0.5843050157320008
54,2,0.5094019853119199,0.4802511538048728,0.5977553675992192
54,3,0.49983889157402933,0.47613272533229845,0.6158044613194115
54,4,0.49374097255657196,0.4729697994457752,0.6154693091109276
54,5,0.4928594351732991,0.4724628130295613,0.6104777415852335
54,6,0.49452628189648234,0.4731535529933909,0.6021374787466602
55,1,0.529964510404904,0.49001369961785274,0.5806717305756384
55,2,0.5099329726237584,0.479928490167398,0.5977485333756144
55,3,0.499577515792862,0.4750756023802556,0.6150310273500345
55,4,0.49582329317269075,0.4738636363636364,0.6185185185185185
55,5,0.49375125577657225,0.4728093089527428,0.6088772845953002
55,6,0.49651504774183153,0.47440505099562896,0.6041125029543843
56,1,0.5328708558522223,0.49317455707232066,0.5824714207947741
